,ad_creative_body,count
115,"WE NEED YOUR INPUT. Respond now to our Official Latinos for Trump Priorities Survey. 

President Trump has never stopped delivering on his promises to: 

✅ PROTECT the unborn 
✅Call on Congress to pass school CHOICE legislation 
✅Finish the Wall to SECURE our borders 
✅Stop Big Government SOCIALISTS  
✅Put America first with EVERY decision he makes 

Please take our Official Latinos for Trump Priorities Survey by 11:59 PM TONIGHT to make sure your voice is heard.",3580
116,"President Trump always appreciates all that you do to support him and his fight to Keep America Great, and now he’s calling on YOU to take the next step.

All you have to do is ENTER by 11:59 TONIGHT to win this Keep America Great Hat hand-signed by President Trump. 

Enter NOW for your chance to win.",3550
117,"President Trump knows that the Fake News Media will NEVER report accurately on his standings in the polls against Sleepy Joe. 

We want the truth, and we need to hear it directly from REAL Americans, like YOU. 

Please take our Official Trump vs. Biden Poll NOW to show Sleepy Joe and all of his big-government socialist followers that REAL AMERICANS want FOUR MORE YEARS.",3528
118,"We know you are a loyal supporter. 

Tomorrow, we are giving President Trump a list of his BEST donors, and you're far down on the list. 

Contribute by 11:59PM to get your name in one of the TOP spots on the list we are showing the President.",3508
119,"SUPPLIES RUNNING LOW!

Get your OFFICIAL 2020 MAGA Hat from the ONLY OFFICIAL Trump Campaign Store.

This item is going FAST! Order TODAY!",3504
120,"The Radical Left is trying to STEAL THE MOST IMPORTANT ELECTION OF OUR LIVES, so President Trump is calling on you to join his White House Defense Team.

Democrats have proven they’ll stop at nothing to try and take down OUR President. Just take a look at some of the ridiculous things they've already tried:

✅ Stuffing the ballot boxes with FAKE and FRAUDULENT votes
✅ Rigging the Democratic Party nomination in favor of Sleepy Joe
✅ Impeaching President Trump when he DID NOTHING WRONG
✅ Countless BASELESS Witch Hunts
✅ Attempting to keep President Trump OFF the ballots in California
✅ Weaponizing the coronavirus investigative committee against the President

Please contribute ANY AMOUNT in the NEXT HOUR to join the White House Defense Team and your gift will automatically be DOUBLE-MATCHED.",3502
121,"Our country is facing a difficult situation right now, but thanks to President Trump’s leadership, we will prevail!

He truly loves this country, and he knows you do too. The US is at its strongest when we come together as one, and we have done just that.

President Trump has asked us to reach out to YOU to get YOUR input on his agenda by taking our Black Voices for Trump survey.

Please respond by 11:59 PM TONIGHT to make sure your input is received.",3494
122,"Contribute for the chance to be President Trump's SPECIAL Guest at a Presidential Debate. 

This is the very FIRST opportunity to watch President Trump absolutely CRUSH Sleepy Joe. If you win, the team will cover your flight, hotel, and give you and a guest of your choice VIP ACCESS.

Please contribute TODAY to win a chance to be President Trump's special VIP guest at an upcoming Presidential Debate.",3474
123,"President Trump hand-signed one of our Keep America Great Hats, and he wants YOU to have it.

This beautiful hat will go to a Patriot who has demonstrated their unwavering support for President Trump heading into November, and he can't think of anyone who is more deserving of it than YOU.

All you have to do is ENTER by 11:59 PM TONIGHT to win this Keep America Great Hat hand-signed by President Trump.",3423
124,"CONGRATULATIONS, JUDGE AMY CONEY BARRETT!

Judge Barrett is a true Constitutionalist who is committed to upholding the rule of law, and President Trump is committed to seeing her Supreme Court confirmation through.

Confirming Judge Amy Coney Barrett to the Supreme Court is critical to Making America Great Again.

Please contribute ANY AMOUNT RIGHT NOW for an 800%-MATCH and to fight for your Country.",3386
125,"Florida, you can now vote early.",3375
126,Please take our Official Survey TODAY to tell the Do Nothing Democrats that they need to fund the Payment Protection Program IMMEDIATELY.,3364
127,"Show you're over the moon about our astronaunts heading to space on a U.S. rocket for the FIRST TIME since 2011! 
Shop the EXCLUSIVE merch today! It's out of this world.",3330
128,"President Trump is fighting to put America First for FOUR MORE YEARS, and he needs your support.

Team Trump is getting ready to print the FINAL Presidential Debate Donor List that he’ll see after the debate. You’ve always been one of his strongest supporters, so they want to give YOU the opportunity to get your name at the TOP of the list.

If you step up IMMEDIATELY, they'll make sure he sees YOUR NAME FIRST and your gift will be 850%-MATCHED!",3322
129,"ELECTION DAY IS RIGHT AROUND THE CORNER!

President Trump NEEDS the Silent Majority to stand up and show their support for our AMERICA FIRST MOVEMENT. 

Pledge to vote TODAY to MAKE AMERICA GREAT for another four years.",3312
130,"Get Your Tickets NOW! HUGE TULSA, OKLAHOMA RALLY JUNE 20TH at 7PM.

President Trump asked us to invite YOU to his campaign rally in TULSA, OKLAHOMA. 

LAST CHANCE: Seats are going fast!",3309
131,"Don't miss this chance to have YOUR voice heard! We want to know what your think. 

Submit your response to the OFFICIAL Women for Trump Weekly Approval Poll by MIDNIGHT tonight.",3307
132,"You can now activate your 2020 Trump Gold Card Membership and order your OFFICIAL Gold Card.

President Trump is ONLY inviting his TOP supporters, like YOU, to join this exclusive group, and we know he’s going to be very disappointed if we have to tell him you MISSED your chance to join.

Please contribute $35 or more by 11:59 PM TONIGHT to become a member, and we'll send you your very own PERSONALIZED Gold Card.",3273
133,"Download the NEW Trump 2020 app and earn points for SPECIAL rewards. 
You will be eligible to receive discounts in the Trump store, expedited entry into rallies, or even a picture with President Trump!",3232
134,"KEEP AMERICA GREAT!

Unite with Women for Trump. If we stand TOGETHER this November, we will be UNSTOPPABLE.",3212
135,"WE NEED YOUR INPUT. Respond now to our Official Black Voices for Trump Priorities Survey.

President Trump has never stopped delivering on his promises to:

✅Called on Congress to pass school CHOICE legislation
✅Reform our criminal justice system and BREAK the cycle of crime
✅Ensure access to QUALITY healthcare for all Americans
✅Reduce WASTEFUL government spending
✅Put America first with EVERY decision he makes

Please take our Official Black Voices for Trump Priorities Survey by 11:59 PM TONIGHT to make sure your input is received.",3190
136,"NEW TO THE OFFICIAL TRUMP STORE: Latinos for Trump merchandise!

Let everyone know YOU support our great president and proudly wear your official Latinos for Trump gear. Hats, shirts, signs, bumper stickers, and more. 

Proudly made in the USA and available exclusively online at the Official Trump Store. SHOP NOW while supplies last.",3146
137,"In a little less than 6 MONTHS, American People will decide if we are going to Keep America Great, or if we’re going to let our Nation fall into the hands of a corrupt BIG GOVERNMENT SOCIALIST.
The Left has been watching my every move for the past three and a half years and hoping that my Administration and I will fail. But, because of Patriots like YOU, we keep defying the odds.",3146
138,"Our campaign is in uncharted territory right now and we're having to rethink our entire strategy. We've moved all of our efforts entirely online and have been making BIG changes so that we can reach you and your family at home.

Our Virtual Campaign Fund will give us the resources necessary to fight through the Fake News filter and get President Trump’s message directly to the people. We’ll be able to get YOU the truth you deserve.

We’re working around the clock to ensure we’re able to reach every single voter in America - but to be successful, we need to make sure we have the resources to support our efforts.

Contribute to the BRAND NEW Virtual Campaign Fund!",3146
139,"Biden led China through the process of receiving MOST-FAVORED-NATION status. His trade deals would send hard-working American jobs to CHINA.
Joe Biden will stand up for China, but he won't stand up for US! With Joe Biden, China is in charge.",3124
140,"Corrupt politicians like Joe Biden, Adam Schiff, and Nancy Pelosi can’t hide behind their friends in the FAKE NEWS forever.

The American people deserve to know the truth about what Democrats are up to.

My team is sending me the results first thing tomorrow morning, so be sure to respond NOW.

Please complete the Official Democrat Corruption Accountability Survey before 11:59 PM TONIGHT to make sure I see your response tomorrow.",3122
141,"Here’s the truth - If you want your children to inherit the blessings that generations of Americans have fought and died to secure, then we must devote everything we have toward victory in 2020.

This is the only way we can save the America we love – and drain the Washington Swamp once and for all.

Please contribute ANY AMOUNT in the NEXT HOUR to our Drain the Swamp Fund and to get on the list my team hands me.",3120
